date,tournament,home_team,away_team,home_score,away_score,neutral
2022-01-09,African Cup of Nations,Cameroon,Burkina Faso,2.0,1.0,False
2022-01-09,African Cup of Nations,Ethiopia,Cape Verde,0.0,1.0,True
2022-01-10,African Cup of Nations,Senegal,Zimbabwe,1.0,0.0,True
2022-01-10,African Cup of Nations,Guinea,Malawi,1.0,0.0,True
2022-01-10,African Cup of Nations,Morocco,Ghana,1.0,0.0,True
2022-01-10,African Cup of Nations,Comoros,Gabon,0.0,1.0,True
2022-01-11,African Cup of Nations,Nigeria,Egypt,1.0,0.0,True
2022-01-11,African Cup of Nations,Sudan,Guinea-Bissau,0.0,0.0,True
2022-01-11,African Cup of Nations,Algeria,Sierra Leone,0.0,0.0,True
2022-01-12,Friendly,Iceland,Uganda,1.0,1.0,True
2022-01-12,African Cup of Nations,Equatorial Guinea,Ivory Coast,0.0,1.0,True
2022-01-12,African Cup of Nations,Tunisia,Mali,0.0,1.0,True
2022-01-12,African Cup of Nations,Mauritania,Gambia,0.0,1.0,True
2022-01-13,African Cup of Nations,Cameroon,Ethiopia,4.0,1.0,False
2022-01-13,African Cup of Nations,Cape Verde,Burkina Faso,0.0,1.0,True
2022-01-14,African Cup of Nations,Senegal,Guinea,0.0,0.0,True
2022-01-14,African Cup of Nations,Malawi,Zimbabwe,2.0,1.0,True
2022-01-14,African Cup of Nations,Morocco,Comoros,2.0,0.0,True
2022-01-14,African Cup of Nations,Gabon,Ghana,1.0,1.0,True
2022-01-15,Friendly,South Korea,Iceland,5.0,1.0,True
2022-01-15,African Cup of Nations,Nigeria,Sudan,3.0,1.0,True
2022-01-15,African Cup of Nations,Guinea-Bissau,Egypt,0.0,1.0,True
2022-01-16,Friendly,Colombia,Honduras,2.0,1.0,True
2022-01-16,Friendly,Peru,Panama,1.0,1.0,False
2022-01-16,African Cup of Nations,Ivory Coast,Sierra Leone,2.0,2.0,True
2022-01-16,African Cup of Nations,Algeria,Equatorial Guinea,0.0,1.0,True
2022-01-16,African Cup of Nations,Gambia,Mali,1.0,1.0,True
2022-01-16,African Cup of Nations,Tunisia,Mauritania,4.0,0.0,True
2022-01-17,African Cup of Nations,Burkina Faso,Ethiopia,1.0,1.0,True
2022-01-17,African Cup of Nations,Cameroon,Cape Verde,1.0,1.0,False
2022-01-18,Friendly,Moldova,Uganda,2.0,3.0,True
2022-01-18,African Cup of Nations,Malawi,Senegal,0.0,0.0,True
2022-01-18,African Cup of Nations,Zimbabwe,Guinea,2.0,1.0,True
2022-01-18,African Cup of Nations,Gabon,Morocco,2.0,2.0,True
2022-01-18,African Cup of Nations,Ghana,Comoros,2.0,3.0,True
2022-01-19,African Cup of Nations,Egypt,Sudan,1.0,0.0,True
2022-01-19,African Cup of Nations,Guinea-Bissau,Nigeria,0.0,2.0,True
2022-01-20,Friendly,South Korea,Moldova,4.0,0.0,True
2022-01-20,Friendly,Peru,Jamaica,3.0,0.0,False
2022-01-20,African Cup of Nations,Ivory Coast,Algeria,3.0,1.0,True
2022-01-20,African Cup of Nations,Sierra Leone,Equatorial Guinea,0.0,1.0,True
2022-01-20,African Cup of Nations,Gambia,Tunisia,1.0,0.0,True
2022-01-20,African Cup of Nations,Mali,Mauritania,2.0,0.0,True
2022-01-21,Friendly,Bolivia,Trinidad and Tobago,5.0,0.0,False
2022-01-21,Friendly,Iraq,Uganda,1.0,0.0,False
2022-01-23,African Cup of Nations,Burkina Faso,Gabon,1.0,1.0,True
2022-01-23,African Cup of Nations,Nigeria,Tunisia,0.0,1.0,True
2022-01-24,African Cup of Nations,Cameroon,Comoros,2.0,1.0,False
2022-01-24,African Cup of Nations,Guinea,Gambia,0.0,1.0,True
2022-01-25,African Cup of Nations,Morocco,Malawi,2.0,1.0,True
2022-01-25,African Cup of Nations,Senegal,Cape Verde,2.0,0.0,True
2022-01-26,African Cup of Nations,Ivory Coast,Egypt,0.0,0.0,True
2022-01-26,African Cup of Nations,Mali,Equatorial Guinea,0.0,0.0,True
2022-01-27,Friendly,Bahrain,Uganda,3.0,1.0,False
2022-01-27,Friendly,Indonesia,Timor-Leste,4.0,1.0,False
2022-01-27,Friendly,Uzbekistan,South Sudan,3.0,0.0,True
2022-01-27,FIFA World Cup qualification,Jamaica,Mexico,1.0,2.0,False
2022-01-27,FIFA World Cup qualification,United States,El Salvador,1.0,0.0,False
2022-01-27,FIFA World Cup qualification,Honduras,Canada,0.0,2.0,False
2022-01-27,FIFA World Cup qualification,Costa Rica,Panama,1.0,0.0,False
2022-01-27,FIFA World Cup qualification,Lebanon,South Korea,0.0,1.0,False
2022-01-27,FIFA World Cup qualification,Iran,Iraq,1.0,0.0,False
2022-01-27,FIFA World Cup qualification,United Arab Emirates,Syria,2.0,0.0,False
2022-01-27,FIFA World Cup qualification,Japan,China,2.0,0.0,False
2022-01-27,FIFA World Cup qualification,Australia,Vietnam,4.0,0.0,False
2022-01-27,FIFA World Cup qualification,Saudi Arabia,Oman,1.0,0.0,False
2022-01-27,FIFA World Cup qualification,Ecuador,Brazil,1.0,1.0,False
2022-01-27,FIFA World Cup qualification,Paraguay,Uruguay,0.0,1.0,False
2022-01-27,FIFA World Cup qualification,Chile,Argentina,1.0,2.0,False
2022-01-28,Friendly,Jordan,New Zealand,3.0,1.0,True
2022-01-28,Friendly,Suriname,Barbados,1.0,0.0,False
2022-01-28,FIFA World Cup qualification,Colombia,Peru,0.0,1.0,False
2022-01-28,FIFA World Cup qualification,Venezuela,Bolivia,4.0,1.0,False
2022-01-29,Friendly,Kuwait,Libya,2.0,0.0,False
2022-01-29,Friendly,Nepal,Mauritius,1.0,0.0,False
2022-01-29,Friendly,Nicaragua,Belize,4.0,0.0,False
2022-01-29,African Cup of Nations,Burkina Faso,Tunisia,1.0,0.0,True
2022-01-29,African Cup of Nations,Cameroon,Gambia,2.0,0.0,False
2022-01-30,Friendly,Indonesia,Timor-Leste,3.0,0.0,False
2022-01-30,African Cup of Nations,Egypt,Morocco,2.0,1.0,True
2022-01-30,African Cup of Nations,Senegal,Equatorial Guinea,3.0,1.0,True
2022-01-30,FIFA World Cup qualification,Canada,United States,2.0,0.0,False
2022-01-30,FIFA World Cup qualification,Mexico,Costa Rica,0.0,0.0,False
2022-01-30,FIFA World Cup qualification,Panama,Jamaica,3.0,2.0,False
2022-01-30,FIFA World Cup qualification,Honduras,El Salvador,0.0,2.0,False
2022-02-01,Friendly,Bahrain,DR Congo,1.0,0.0,False
2022-02-01,Friendly,Kuwait,Libya,0.0,2.0,False
2022-02-01,Friendly,Nepal,Mauritius,1.0,0.0,False
2022-02-01,Friendly,Nicaragua,Belize,1.0,1.0,False
2022-02-01,Friendly,Suriname,Guyana,2.0,1.0,False
2022-02-01,FIFA World Cup qualification,Lebanon,Iraq,1.0,1.0,False
2022-02-01,FIFA World Cup qualification,Iran,United Arab Emirates,1.0,0.0,False
2022-02-01,FIFA World Cup qualification,Syria,South Korea,0.0,2.0,True
2022-02-01,FIFA World Cup qualification,Vietnam,China,3.0,1.0,False
2022-02-01,FIFA World Cup qualification,Japan,Saudi Arabia,2.0,0.0,False
2022-02-01,FIFA World Cup qualification,Oman,Australia,2.0,2.0,False
2022-02-01,FIFA World Cup qualification,Bolivia,Chile,2.0,3.0,False
2022-02-01,FIFA World Cup qualification,Uruguay,Venezuela,4.0,1.0,False
2022-02-01,FIFA World Cup qualification,Argentina,Colombia,1.0,0.0,False
2022-02-01,FIFA World Cup qualification,Peru,Ecuador,1.0,1.0,False
2022-02-01,FIFA World Cup qualification,Brazil,Paraguay,4.0,0.0,False
2022-02-02,African Cup of Nations,Burkina Faso,Senegal,1.0,3.0,True
2022-02-02,FIFA World Cup qualification,United States,Honduras,3.0,0.0,False
2022-02-02,FIFA World Cup qualification,Jamaica,Costa Rica,0.0,1.0,False
2022-02-02,FIFA World Cup qualification,El Salvador,Canada,0.0,2.0,False
2022-02-02,FIFA World Cup qualification,Mexico,Panama,1.0,0.0,False
2022-02-03,African Cup of Nations,Cameroon,Egypt,0.0,0.0,False
2022-02-05,African Cup of Nations,Cameroon,Burkina Faso,3.0,3.0,False
2022-02-06,African Cup of Nations,Senegal,Egypt,0.0,0.0,True
2022-03-17,FIFA World Cup qualification,Cook Islands,Solomon Islands,0.0,2.0,True
2022-03-18,FIFA World Cup qualification,Papua New Guinea,New Zealand,0.0,1.0,True
2022-03-18,FIFA World Cup qualification,New Caledonia,Fiji,1.0,2.0,True
2022-03-18,Friendly,Iraq,Zambia,3.0,1.0,False
2022-03-19,Friendly,Mauritius,Seychelles,0.0,0.0,False
2022-03-21,FIFA World Cup qualification,Papua New Guinea,New Caledonia,1.0,0.0,True
2022-03-21,FIFA World Cup qualification,New Zealand,Fiji,4.0,0.0,True
2022-03-23,Friendly,Bahrain,India,2.0,1.0,False
2022-03-23,Friendly,Gibraltar,Grenada,0.0,0.0,False
2022-03-23,Friendly,Guinea-Bissau,Equatorial Guinea,3.0,0.0,True
2022-03-23,Friendly,Guadeloupe,Cape Verde,0.0,2.0,True
2022-03-23,Friendly,Laos,Mongolia,1.0,0.0,False
2022-03-23,Friendly,Malaysia,Philippines,2.0,0.0,True
2022-03-23,Friendly,Mozambique,Niger,1.0,1.0,True
2022-03-23,Friendly,Tanzania,Central African Republic,3.0,1.0,False
2022-03-23,African Cup of Nations qualification,Chad,Gambia,0.0,1.0,True
2022-03-23,African Cup of Nations qualification,Djibouti,South Sudan,2.0,4.0,True
2022-03-23,African Cup of Nations qualification,Seychelles,Lesotho,0.0,0.0,True
2022-03-23,African Cup of Nations qualification,Somalia,Eswatini,0.0,3.0,True
2022-03-24,FIFA World Cup qualification,Jamaica,El Salvador,1.0,1.0,False
2022-03-24,FIFA World Cup qualification,Mexico,United States,0.0,0.0,False
2022-03-24,FIFA World Cup qualification,Panama,Honduras,1.0,1.0,False
2022-03-24,FIFA World Cup qualification,Costa Rica,Canada,1.0,0.0,False
2022-03-24,FIFA World Cup qualification,Lebanon,Syria,0.0,3.0,False
2022-03-24,FIFA World Cup qualification,Iraq,United Arab Emirates,1.0,0.0,True
2022-03-24,FIFA World Cup qualification,South Korea,Iran,2.0,0.0,False
2022-03-24,FIFA World Cup qualification,China,Saudi Arabia,1.0,1.0,True
2022-03-24,FIFA World Cup qualification,Vietnam,Oman,0.0,1.0,False
2022-03-24,FIFA World Cup qualification,Australia,Japan,0.0,2.0,False
2022-03-24,FIFA World Cup qualification,Solomon Islands,Tahiti,3.0,1.0,True
2022-03-24,FIFA World Cup qualification,Fiji,Papua New Guinea,1.0,2.0,True
2022-03-24,FIFA World Cup qualification,New Zealand,New Caledonia,7.0,1.0,True
2022-03-24,FIFA World Cup qualification,Colombia,Bolivia,3.0,0.0,False
2022-03-24,FIFA World Cup qualification,Brazil,Chile,4.0,0.0,False
2022-03-24,FIFA World Cup qualification,Paraguay,Ecuador,3.0,1.0,False
2022-03-24,FIFA World Cup qualification,Uruguay,Peru,1.0,0.0,False
2022-03-24,FIFA World Cup qualification,Italy,North Macedonia,0.0,1.0,False
2022-03-24,FIFA World Cup qualification,Portugal,Turkey,3.0,1.0,False
2022-03-24,FIFA World Cup qualification,Sweden,Czech Republic,1.0,0.0,False
2022-03-24,FIFA World Cup qualification,Wales,Austria,2.0,1.0,False
2022-03-24,Friendly,Armenia,Montenegro,1.0,0.0,False
2022-03-24,Friendly,Guatemala,Cuba,1.0,0.0,False
2022-03-24,Friendly,Hungary,Serbia,0.0,1.0,False
2022-03-24,Friendly,Kosovo,Burkina Faso,5.0,0.0,False
2022-03-24,Friendly,Liberia,Benin,0.0,4.0,True
2022-03-24,Friendly,Maldives,Bangladesh,2.0,0.0,False
2022-03-24,Friendly,Scotland,Poland,1.0,1.0,False
2022-03-24,Friendly,Thailand,Nepal,2.0,0.0,False
2022-03-24,Friendly,Togo,Sierra Leone,3.0,0.0,True
2022-03-24,UEFA Nations League,Estonia,Cyprus,0.0,0.0,False
2022-03-24,UEFA Nations League,Moldova,Kazakhstan,1.0,2.0,False
2022-03-24,African Cup of Nations qualification,Mauritius,São Tomé and Príncipe,3.0,0.0,False
2022-03-25,FIFA World Cup qualification,Cameroon,Algeria,0.0,1.0,False
2022-03-25,FIFA World Cup qualification,DR Congo,Morocco,1.0,1.0,False
2022-03-25,FIFA World Cup qualification,Egypt,Senegal,1.0,0.0,False
2022-03-25,FIFA World Cup qualification,Ghana,Nigeria,0.0,0.0,False
2022-03-25,FIFA World Cup qualification,Mali,Tunisia,0.0,1.0,False
2022-03-25,FIFA World Cup qualification,Argentina,Venezuela,3.0,0.0,False
2022-03-25,Friendly,Andorra,Saint Kitts and Nevis,1.0,0.0,False
2022-03-25,Friendly,Bosnia and Herzegovina,Georgia,0.0,1.0,False
2022-03-25,Friendly,Cape Verde,Liechtenstein,6.0,0.0,True
2022-03-25,Friendly,Comoros,Ethiopia,2.0,1.0,False
2022-03-25,Friendly,Congo,Zambia,1.0,3.0,True
2022-03-25,Friendly,France,Ivory Coast,2.0,1.0,False
2022-03-25,Friendly,Latvia,Kuwait,1.0,1.0,True
2022-03-25,Friendly,Luxembourg,Northern Ireland,1.0,3.0,False
2022-03-25,Friendly,Malta,Azerbaijan,1.0,0.0,False
2022-03-25,Friendly,Norway,Slovakia,2.0,0.0,False
2022-03-25,Friendly,Romania,Greece,0.0,1.0,False
2022-03-25,Friendly,San Marino,Lithuania,1.0,2.0,False
2022-03-25,Friendly,South Africa,Guinea,0.0,0.0,True
2022-03-25,Navruz Cup,Tajikistan,Uganda,1.0,1.0,True
2022-03-25,Friendly,Trinidad and Tobago,Barbados,9.0,0.0,False
2022-03-25,Navruz Cup,Uzbekistan,Kyrgyzstan,3.0,1.0,False
2022-03-25,Muratti Vase,Alderney,Jersey,1.0,6.0,False
2022-03-26,Friendly,Angola,Guinea-Bissau,3.0,2.0,True
2022-03-26,Friendly,Bahrain,Burundi,1.0,0.0,True
2022-03-26,Friendly,Belarus,India,3.0,0.0,True
2022-03-26,Friendly,Central African Republic,Sudan,0.0,0.0,True
2022-03-26,Friendly,Croatia,Slovenia,1.0,1.0,True
2022-03-26,Friendly,England,Switzerland,2.0,1.0,False
2022-03-26,Friendly,Finland,Iceland,1.0,1.0,True
2022-03-26,Friendly,Germany,Israel,2.0,0.0,False
2022-03-26,Friendly,Gibraltar,Faroe Islands,0.0,0.0,False
2022-03-26,Friendly,Libya,Niger,2.0,1.0,True
2022-03-26,Friendly,Mauritania,Mozambique,2.0,1.0,False
2022-03-26,Friendly,Netherlands,Denmark,4.0,2.0,False
2022-03-26,Friendly,Qatar,Bulgaria,2.0,1.0,False
2022-03-26,Friendly,Republic of Ireland,Belgium,2.0,2.0,False
2022-03-26,Friendly,Singapore,Malaysia,2.0,1.0,False
2022-03-26,Friendly,Spain,Albania,2.0,1.0,False
2022-03-27,FIFA World Cup qualification,El Salvador,Costa Rica,1.0,2.0,False
2022-03-27,FIFA World Cup qualification,Canada,Jamaica,4.0,0.0,False
2022-03-27,FIFA World Cup qualification,Honduras,Mexico,0.0,1.0,False
2022-03-27,FIFA World Cup qualification,United States,Panama,5.0,1.0,False
2022-03-27,FIFA World Cup qualification,New Zealand,Tahiti,1.0,0.0,True
2022-03-27,FIFA World Cup qualification,Solomon Islands,Papua New Guinea,3.0,2.0,True
2022-03-27,Friendly,Barbados,Guyana,0.0,5.0,True
2022-03-27,Friendly,Belize,Cuba,0.0,3.0,False
2022-03-27,Friendly,Benin,Zambia,2.0,1.0,True
2022-03-27,Friendly,Guatemala,Haiti,2.0,1.0,True
2022-03-27,Friendly,Laos,Brunei,3.0,2.0,False
2022-03-27,Friendly,Liberia,Sierra Leone,0.0,1.0,True
2022-03-27,Friendly,Thailand,Suriname,1.0,0.0,False
2022-03-27,African Cup of Nations qualification,South Sudan,Djibouti,1.0,0.0,True
2022-03-27,African Cup of Nations qualification,Lesotho,Seychelles,3.0,1.0,True
2022-03-27,African Cup of Nations qualification,Eswatini,Somalia,2.0,1.0,True
2022-03-27,African Cup of Nations qualification,Mauritius,São Tomé and Príncipe,3.0,3.0,False
2022-03-28,Friendly,Andorra,Grenada,1.0,0.0,False
2022-03-28,Friendly,Cape Verde,San Marino,2.0,0.0,True
2022-03-28,Friendly,Montenegro,Greece,1.0,0.0,False
2022-03-28,Friendly,Vanuatu,Fiji,1.0,2.0,True
2022-03-29,FIFA World Cup qualification,Algeria,Cameroon,1.0,2.0,False
2022-03-29,FIFA World Cup qualification,Morocco,DR Congo,4.0,1.0,False
2022-03-29,FIFA World Cup qualification,Nigeria,Ghana,1.0,1.0,False
2022-03-29,FIFA World Cup qualification,Senegal,Egypt,1.0,0.0,False
2022-03-29,FIFA World Cup qualification,Tunisia,Mali,0.0,0.0,False
2022-03-29,FIFA World Cup qualification,Iran,Lebanon,2.0,0.0,False
2022-03-29,FIFA World Cup qualification,Syria,Iraq,1.0,1.0,True
2022-03-29,FIFA World Cup qualification,United Arab Emirates,South Korea,1.0,0.0,False
2022-03-29,FIFA World Cup qualification,Japan,Vietnam,1.0,1.0,False
2022-03-29,FIFA World Cup qualification,Oman,China,2.0,0.0,False
2022-03-29,FIFA World Cup qualification,Saudi Arabia,Australia,1.0,0.0,False
2022-03-29,FIFA World Cup qualification,Ecuador,Argentina,1.0,1.0,False
2022-03-29,FIFA World Cup qualification,Peru,Paraguay,2.0,0.0,False
2022-03-29,FIFA World Cup qualification,Bolivia,Brazil,0.0,4.0,False
2022-03-29,FIFA World Cup qualification,Venezuela,Colombia,0.0,1.0,False
2022-03-29,FIFA World Cup qualification,Chile,Uruguay,0.0,2.0,False
2022-03-29,FIFA World Cup qualification,Poland,Sweden,2.0,0.0,False
2022-03-29,FIFA World Cup qualification,Portugal,North Macedonia,2.0,0.0,False
2022-03-29,Friendly,Albania,Georgia,0.0,0.0,False
2022-03-29,Friendly,Angola,Equatorial Guinea,0.0,0.0,True
2022-03-29,Friendly,Austria,Scotland,2.0,2.0,False
2022-03-29,Friendly,Azerbaijan,Latvia,0.0,1.0,True
2022-03-29,Friendly,Bahrain,Belarus,0.0,1.0,False
2022-03-29,Friendly,Bangladesh,Mongolia,0.0,0.0,False
2022-03-29,Friendly,Belgium,Burkina Faso,3.0,0.0,False
2022-03-29,Friendly,Bosnia and Herzegovina,Luxembourg,1.0,0.0,False
2022-03-29,Friendly,Congo,Sierra Leone,1.0,2.0,True
2022-03-29,Friendly,Croatia,Bulgaria,2.0,1.0,True
2022-03-29,Friendly,Denmark,Serbia,3.0,0.0,False
2022-03-29,Friendly,England,Ivory Coast,3.0,0.0,False
2022-03-29,Friendly,Faroe Islands,Liechtenstein,1.0,0.0,True
2022-03-29,Friendly,Finland,Slovakia,0.0,2.0,True
2022-03-29,Friendly,France,South Africa,5.0,0.0,False
2022-03-29,Friendly,Israel,Romania,2.0,2.0,False
2022-03-29,Friendly,Liberia,Burundi,1.0,2.0,True
2022-03-29,Friendly,Malta,Kuwait,2.0,0.0,False
2022-03-29,Friendly,Mauritania,Libya,2.0,0.0,False
2022-03-29,Friendly,Netherlands,Germany,1.0,1.0,False
2022-03-29,Friendly,Northern Ireland,Hungary,0.0,1.0,False
2022-03-29,Friendly,Norway,Armenia,9.0,0.0,False
2022-03-29,Friendly,Qatar,Slovenia,0.0,0.0,False
2022-03-29,Friendly,Republic of Ireland,Lithuania,1.0,0.0,False
2022-03-29,Friendly,Singapore,Philippines,2.0,0.0,False
2022-03-29,Friendly,Spain,Iceland,5.0,0.0,False
2022-03-29,Friendly,Switzerland,Kosovo,1.0,1.0,False
2022-03-29,Friendly,Tanzania,Sudan,1.0,1.0,False
2022-03-29,Friendly,Togo,Benin,1.0,1.0,True
2022-03-29,Friendly,Trinidad and Tobago,Guyana,1.0,1.0,False
2022-03-29,Friendly,Turkey,Italy,2.0,3.0,False
2022-03-29,Friendly,Wales,Czech Republic,1.0,1.0,False
2022-03-29,Navruz Cup,Tajikistan,Kyrgyzstan,1.0,0.0,True
2022-03-29,Navruz Cup,Uzbekistan,Uganda,4.0,2.0,False
2022-03-29,UEFA Nations League,Cyprus,Estonia,2.0,0.0,False
2022-03-29,UEFA Nations League,Kazakhstan,Moldova,0.0,1.0,False
2022-03-29,African Cup of Nations qualification,Gambia,Chad,2.0,2.0,True
2022-03-30,FIFA World Cup qualification,Mexico,El Salvador,2.0,0.0,False
2022-03-30,FIFA World Cup qualification,Costa Rica,United States,2.0,0.0,False
2022-03-30,FIFA World Cup qualification,Panama,Canada,1.0,0.0,False
2022-03-30,FIFA World Cup qualification,Jamaica,Honduras,2.0,1.0,False
2022-03-30,FIFA World Cup qualification,Solomon Islands,New Zealand,0.0,5.0,True
